590,223
590,131
456,-2
353,-12
353,-123
261,-123
261,-11
151,4
81,71
16,133
-1,224
85,246
118,96
261,70
261,414
148,455
101,494
28,554
28,652
28,735
88,795
153,860
261,869
261,978
353,978
353,866
451,850
575,723
584,637
491,621
473,756
353,784
353,476
465,435
516,391
590,326
261,511
261,789
197,781
121,702
121,653
121,602
162,566
193,538
492,215
492,320
353,379
353,67
429,77
466,129
492,167
