110,0
110,730
270,730
338,730
388,703
439,675
467,626
495,576
495,510
495,220
495,154
467,105
439,55
389,28
338,0
270,0
160,46
270,46
349,46
397,93
445,141
445,220
445,510
445,588
397,636
348,684
270,684
160,684
