0.500,-0.214
0.500,-0.500
-0.069,-0.500
-0.500,-0.500
-0.500,0.500
-0.095,0.500
0.135,0.500
0.254,0.463
0.448,0.402
0.448,0.239
0.448,0.083
0.220,0.027
0.500,-0.033
0.289,0.239
0.289,0.343
0.156,0.382
0.071,0.408
-0.095,0.408
-0.341,0.408
-0.341,0.071
-0.095,0.071
0.076,0.071
0.161,0.097
0.289,0.137
0.341,-0.214
0.341,-0.021
-0.069,-0.021
-0.341,-0.021
-0.341,-0.407
-0.069,-0.407
0.341,-0.407
